المنطقة,المدينة,المدينة / الحي,الرقم المرجعي للصفقة,تاريخ الصفقة ميلادي,تاريخ الصفقة هجري,تصنيف العقار,عدد العقارات,السعر,المساحة
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34523117,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34525118,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34526574,2026/01/13,1447/07/24,سكني,1,"456,361",525.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34526827,2026/01/13,1447/07/24,سكني,1,"667,983",768.45
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34525276,2026/01/13,1447/07/24,سكني,1,"521,773",600.25
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34525573,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34525807,2026/01/13,1447/07/24,سكني,1,"434,630",500.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34526451,2026/01/13,1447/07/24,سكني,1,"627,867",722.30
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34526407,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34527342,2026/01/13,1447/07/24,سكني,1,"760,428",874.80
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34523816,2026/01/13,1447/07/24,سكني,1,"588,489",677.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34527649,2026/01/13,1447/07/24,سكني,1,"499,824",575.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34526802,2026/01/13,1447/07/24,سكني,1,"434,630",500.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34528583,2026/01/13,1447/07/24,سكني,1,"434,630",500.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34527013,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34527098,2026/01/13,1447/07/24,سكني,1,"434,630",500.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34527431,2026/01/13,1447/07/24,سكني,1,"434,630",500.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34527651,2026/01/13,1447/07/24,سكني,1,"434,630",500.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34528941,2026/01/13,1447/07/24,سكني,1,"434,630",500.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34527425,2026/01/13,1447/07/24,سكني,1,"1,076,404","1,238.30"
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34528282,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34528981,2026/01/13,1447/07/24,سكني,1,"566,062",651.20
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34529107,2026/01/13,1447/07/24,سكني,1,"456,361",525.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34529172,2026/01/13,1447/07/24,سكني,1,"478,093",550.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34529419,2026/01/13,1447/07/24,سكني,1,"434,630",500.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34529352,2026/01/13,1447/07/24,سكني,1,"434,630",500.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34529429,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34529545,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34529731,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34529792,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34530453,2026/01/13,1447/07/24,سكني,1,"486,568",559.75
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34530029,2026/01/13,1447/07/24,سكني,1,"461,229",530.60
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34529023,2026/01/13,1447/07/24,سكني,1,"471,138",542.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34524716,2026/01/13,1447/07/24,سكني,1,"446,626",513.80
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34524013,2026/01/13,1447/07/24,سكني,1,"558,934",643.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34524384,2026/01/13,1447/07/24,سكني,1,"466,618",536.80
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34530051,2026/01/13,1447/07/24,سكني,1,"469,400",540.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34530160,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34530162,2026/01/13,1447/07/24,سكني,1,"757,299",871.20
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34523209,2026/01/13,1447/07/24,سكني,1,"434,630",500.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34524177,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34525392,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34529864,2026/01/13,1447/07/24,سكني,1,"456,361",525.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34529639,2026/01/13,1447/07/24,سكني,1,"456,361",525.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34525139,2026/01/13,1447/07/24,سكني,1,"1,738,520","2,000.00"
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34528844,2026/01/13,1447/07/24,سكني,1,"625,867",720.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34528602,2026/01/13,1447/07/24,سكني,1,"456,361",525.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34524501,2026/01/13,1447/07/24,سكني,1,"563,715",648.50
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34528668,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34525529,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34525660,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34528394,2026/01/13,1447/07/24,سكني,1,"573,711",660.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34525702,2026/01/13,1447/07/24,سكني,1,"468,704",539.20
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34525916,2026/01/13,1447/07/24,سكني,1,"959,880","1,104.25"
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34528459,2026/01/13,1447/07/24,سكني,1,"478,093",550.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34528201,2026/01/13,1447/07/24,سكني,1,"499,824",575.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34528013,2026/01/13,1447/07/24,سكني,1,"1,738,520","2,000.00"
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34526011,2026/01/13,1447/07/24,سكني,1,"491,566",565.50
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34527940,2026/01/13,1447/07/24,سكني,1,"630,214",725.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34528392,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34526631,2026/01/13,1447/07/24,سكني,1,"543,287",625.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34523690,2026/01/13,1447/07/24,سكني,1,"2,193,795","2,523.75"
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34528712,2026/01/13,1447/07/24,سكني,1,"1,738,520","2,000.00"
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34525176,2026/01/13,1447/07/24,سكني,1,"434,630",500.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34525492,2026/01/13,1447/07/24,سكني,1,"456,361",525.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34525042,2026/01/13,1447/07/24,سكني,1,"553,718",637.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34529108,2026/01/13,1447/07/24,سكني,1,"1,738,520","2,000.00"
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34526221,2026/01/13,1447/07/24,سكني,1,"450,580",518.35
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34528085,2026/01/13,1447/07/24,سكني,1,"434,630",500.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34526557,2026/01/13,1447/07/24,سكني,1,"434,630",500.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34527872,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34523686,2026/01/13,1447/07/24,سكني,1,"1,699,620","1,955.25"
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34527720,2026/01/13,1447/07/24,سكني,1,"723,224",832.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34525850,2026/01/13,1447/07/24,سكني,1,"543,287",625.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34527550,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34527415,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34525205,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34526030,2026/01/13,1447/07/24,سكني,1,"479,396",551.50
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34527139,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34526666,2026/01/13,1447/07/24,سكني,1,"470,269",541.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34526373,2026/01/13,1447/07/24,سكني,1,"434,630",500.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34526166,2026/01/13,1447/07/24,سكني,1,"434,630",500.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34527786,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34530231,2026/01/13,1447/07/24,سكني,1,"550,893",633.75
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34529259,2026/01/13,1447/07/24,سكني,1,"434,630",500.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34529552,2026/01/13,1447/07/24,سكني,1,"434,630",500.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34527204,2026/01/13,1447/07/24,سكني,1,"700,840",806.25
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34529805,2026/01/13,1447/07/24,سكني,1,"581,361",668.80
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34529970,2026/01/13,1447/07/24,سكني,1,"434,630",500.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34530205,2026/01/13,1447/07/24,سكني,1,"434,630",500.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34530245,2026/01/13,1447/07/24,سكني,1,"434,630",500.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34530280,2026/01/13,1447/07/24,سكني,1,"434,630",500.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34526539,2026/01/13,1447/07/24,سكني,1,"592,183",681.25
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34530306,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34526226,2026/01/13,1447/07/24,سكني,1,"579,535",666.70
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34525380,2026/01/13,1447/07/24,سكني,1,"702,970",808.70
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34526477,2026/01/13,1447/07/24,سكني,1,"444,930",511.85
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34524670,2026/01/13,1447/07/24,سكني,1,"516,123",593.75
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34525280,2026/01/13,1447/07/24,سكني,1,"712,228",819.35
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34523671,2026/01/13,1447/07/24,سكني,1,"411,159",473.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34524599,2026/01/13,1447/07/24,سكني,1,"636,167",731.85
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34523956,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34524123,2026/01/13,1447/07/24,سكني,1,"658,638",757.70
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34524149,2026/01/13,1447/07/24,سكني,1,"554,765",626.70
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34523432,2026/01/13,1447/07/24,سكني,1,"613,697",706.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34529213,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34524534,2026/01/13,1447/07/24,سكني,1,"550,893",633.75
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34524255,2026/01/13,1447/07/24,سكني,1,"452,015",520.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34524265,2026/01/13,1447/07/24,سكني,1,"434,630",500.00
منطقة الشرقية,القطيف,القطيف/أخرى,34526215,2026/01/13,1447/07/24,سكني,1,"600,000",243.95
منطقة الشرقية,القطيف,القطيف/أخرى,34504328,2026/01/13,1447/07/24,زراعي,1,"4,650,000","50,000.00"
منطقة الشرقية,القطيف,القطيف/أخرى,34509951,2026/01/13,1447/07/24,سكني,1,"726,187",250.00
منطقة الشرقية,القطيف,القطيف/أخرى,34510645,2026/01/13,1447/07/24,سكني,1,"734,549",249.80
منطقة الشرقية,حفر الباطن,حفر الباطن/ الفيحاء ,34505371,2026/01/13,1447/07/24,سكني,1,"567,270",400.00
منطقة الشرقية,حفر الباطن,حفر الباطن/ الفيحاء ,34505168,2026/01/13,1447/07/24,سكني,1,"598,720",800.00
منطقة الشرقية,حفر الباطن,حفر الباطن/ المروج ,34505633,2026/01/13,1447/07/24,سكني,1,"452,175",400.00
منطقة مكة المكرمه,جده,جده/ الفرقان ,34514564,2026/01/13,1447/07/24,سكني,1,"305,000",450.00
منطقة مكة المكرمه,جده,جده/ اليسر ,34521482,2026/01/13,1447/07/24,تجاري,1,"850,000",620.00
منطقة مكة المكرمه,جده,جده/ حكومى ,34510070,2026/01/13,1447/07/24,سكني,1,"510,000",192.69
منطقة مكة المكرمه,جده,جده/ حكومى ,34509806,2026/01/13,1447/07/24,سكني,1,"510,000",192.69
منطقة القصيم,بريده,بريده/ الصفراء ,34514861,2026/01/13,1447/07/24,سكني,1,"557,792",435.04
منطقة الشرقية,حفر الباطن,حفر الباطن/ العزيزية ,34512745,2026/01/13,1447/07/24,سكني,1,"100,000",600.00
منطقة الشرقية,حفر الباطن,حفر الباطن/أخرى,34519913,2026/01/13,1447/07/24,سكني,1,"180,000",660.00
منطقة القصيم,بريده,بريده/ رواق الشرقي ,34512207,2026/01/13,1447/07/24,سكني,1,"95,000",345.00
منطقة القصيم,بريده,بريده/ الغدير ,34520804,2026/01/13,1447/07/24,سكني,1,"275,000",600.00
منطقة القصيم,بريده,بريده/ الغدير ,34520375,2026/01/13,1447/07/24,سكني,1,"275,000",683.08
منطقة القصيم,بريده,بريده/ 33ج ,34512972,2026/01/13,1447/07/24,سكني,1,"20,000",375.00
منطقة القصيم,بريده,بريده/ خارج حدود الاحياء ,34513052,2026/01/13,1447/07/24,سكني,1,"778,040","1,691.39"
منطقة الشرقية,الخبر,الخبر/ الصواري ,34524320,2026/01/13,1447/07/24,سكني,1,"580,000",225.10
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ حارة الباب الجديد ,34506020,2026/01/13,1447/07/24,سكني,1,"945,000",454.30
منطقة عسير,بارق,بارق/ خبت ال حجرى ,34512247,2026/01/13,1447/07/24,سكني,1,"114,300",630.00
منطقة المدينة المنوره,الحناكية,الحناكية/أخرى,34520837,2026/01/13,1447/07/24,سكني,1,"43,000",600.51
منطقة الرياض,الدوادمي,الدوادمي/ الملك فهد ,34512165,2026/01/13,1447/07/24,سكني,1,"10,000",250.00
منطقة الرياض,الدوادمي,الدوادمي/ الملك فهد ,34512118,2026/01/13,1447/07/24,سكني,1,"10,000",244.00
منطقة مكة المكرمه,تربه,تربه/ ضاحية الحائرية ,34525069,2026/01/13,1447/07/24,سكني,1,"40,000",300.00
منطقة مكة المكرمه,تربه,تربه/أخرى,34527039,2026/01/13,1447/07/24,تجاري,1,"170,000","1,875.00"
منطقة القصيم,ضريه,ضريه/أخرى,34512304,2026/01/13,1447/07/24,تجاري,1,"5,000",490.00
منطقة الجوف,طبرجل,طبرجل/ العروبة ,34511944,2026/01/13,1447/07/24,سكني,1,"531,252","1,005.24"
منطقة الجوف,طبرجل,طبرجل/ العروبة ,34512056,2026/01/13,1447/07/24,سكني,1,"588,591",694.96
منطقة الشرقية,الجبيل,الجبيل/ الدفى ,34503812,2026/01/13,1447/07/24,سكني,1,"1,000,000",928.00
منطقة جازان,جيزان,جيزان/ الرحاب ,34513314,2026/01/13,1447/07/24,سكني,1,"109,000",99.88
منطقة الرياض,الدرعيه,الدرعيه/ خارج حدود الأحياء ,34526370,2026/01/13,1447/07/24,زراعي,1,"3,500,000","3,000.00"
منطقة الحدود الشمالية,طريف,طريف/ الخليج ,34512189,2026/01/13,1447/07/24,سكني,1,"561,432",486.00
منطقة الحدود الشمالية,طريف,طريف/ الورود ,34507205,2026/01/13,1447/07/24,سكني,1,"600,636",700.00
منطقة الحدود الشمالية,طريف,طريف/ الروابي ,34512059,2026/01/13,1447/07/24,سكني,1,"547,483",872.00
منطقة الباحة,الباحه,الباحه/أخرى,34511004,2026/01/13,1447/07/24,سكني,1,"70,000",400.25
منطقة الشرقية,الخبر,الخبر/ الخور ,34523098,2026/01/13,1447/07/24,سكني,1,"750,000",156.80
منطقة الشرقية,الخبر,الخبر/ الخور ,34522011,2026/01/13,1447/07/24,سكني,1,"780,000",140.45
منطقة الشرقية,الخبر,الخبر/ الخور ,34521481,2026/01/13,1447/07/24,سكني,1,"750,000",148.23
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ النوارية ,34514927,2026/01/13,1447/07/24,سكني,1,"700,000",780.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ مخطط ولى العهد 9 جزء ب ,34522570,2026/01/13,1447/07/24,سكني,1,"250,000",600.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ المحمدية  11 ,34512077,2026/01/13,1447/07/24,سكني,1,"952,380",390.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ الصفوة ,34525800,2026/01/13,1447/07/24,سكني,1,"1,000,000",600.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ الصفوة ,34522249,2026/01/13,1447/07/24,سكني,1,"800,000",678.54
منطقة نجران,نجران,نجران/ قريه نجران ,34530290,2026/01/13,1447/07/24,سكني,1,"50,000",197.31
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ ام الجود ,34514351,2026/01/13,1447/07/24,سكني,1,"220,000",96.73
منطقة الشرقية,الخبر,الخبر/أخرى,34521861,2026/01/13,1447/07/24,سكني,1,"550,000",137.80
منطقة نجران,نجران,نجران/ الغويلا شرق المطار  23 ,34526757,2026/01/13,1447/07/24,سكني,1,"100,000","1,050.00"
منطقة الشرقية,الهفوف,الهفوف/ الجامعيين ,34525479,2026/01/13,1447/07/24,سكني,1,"400,000",540.00
منطقة الشرقية,الهفوف,الهفوف/ البندرية ,34501580,2026/01/13,1447/07/24,سكني,1,"555,000",344.00
منطقة الشرقية,الهفوف,الهفوف/ البدرية ,34513551,2026/01/13,1447/07/24,سكني,1,"200,000",420.00
منطقة الرياض,الرياض,الرياض/الجنادرية,34523188,2026/01/13,1447/07/24,سكني,1,"940,176",587.61
منطقة الرياض,الرياض,الرياض/الجنادرية,34523453,2026/01/13,1447/07/24,سكني,1,"940,768",587.98
منطقة الشرقية,الهفوف,الهفوف/ شمال الكلابية 17 كم ,34423663,2026/01/13,1447/07/24,زراعي,1,"200,000","102,000.00"
منطقة الشرقية,الهفوف,الهفوف/ الصالحية ,34484588,2026/01/13,1447/07/24,سكني,1,"82,000",84.68
منطقة الشرقية,الهفوف,الهفوف/ الصالحية ,34516239,2026/01/13,1447/07/24,سكني,1,"160,000",85.88
منطقة الجوف,القريات,القريات/أخرى,34508401,2026/01/13,1447/07/24,سكني,1,"781,539",625.00
منطقة الشرقية,الهفوف,الهفوف/أخرى,34484733,2026/01/13,1447/07/24,سكني,1,"62,500",250.00
منطقة الحدود الشمالية,عرعر,عرعر/ الصالحية ,34506984,2026/01/13,1447/07/24,سكني,1,"256,531",394.60
منطقة الحدود الشمالية,عرعر,عرعر/ النخيل ,34503775,2026/01/13,1447/07/24,سكني,1,"137,000",693.00
منطقة الشرقية,الجفر,الجفر/أخرى,34513453,2026/01/13,1447/07/24,تجاري,1,"100,000",149.46
منطقة القصيم,عنيزه,عنيزه/ الفاخرية ,34523153,2026/01/13,1447/07/24,سكني,1,"240,000",224.00
منطقة الشرقية,الهفوف,الهفوف/ الرياض ,34512098,2026/01/13,1447/07/24,سكني,1,"160,000",375.00
منطقة الشرقية,الهفوف,الهفوف/ الرياض ,34512099,2026/01/13,1447/07/24,سكني,1,"160,000",375.00
منطقة تبوك,تبوك,تبوك/ الإسكان ,34422401,2026/01/13,1447/07/24,زراعي,1,"108,333","2,000,000.00"
منطقة جازان,صبياء,صبياء/أخرى,34522275,2026/01/13,1447/07/24,سكني,1,"22,053",468.80
منطقة الرياض,الزلفي,الزلفي/أخرى,34482997,2026/01/13,1447/07/24,زراعي,1,"330,000","92,029.76"
منطقة الرياض,الرياض,الرياض/العريجاء,34526851,2026/01/13,1447/07/24,سكني,1,"1,000,000",400.00
